g, x, y
7, 0.360523, 0.848314
7, 0.928956, 0.776646
7, 0.957156, 2.272304
7, 0.899385, 1.378082
7, 0.719958, 0.116581
7, 0.776011, 1.097670
7, 0.914091, 0.930444
7, 1.119054, 1.263304
7, 0.373454, 1.383970
7, 1.139660, -0.587208
7, 0.939452, 1.581801
7, 1.257887, 0.933646
7, 0.922227, 0.082691
7, 0.453287, -0.189523
7, 0.573485, 0.496090
7, 1.498039, -0.383848
7, 0.518195, 0.618911
7, 0.786465, 0.019081
7, 0.838270, 0.980743
7, 1.065211, 1.631974
7, 0.513559, -0.721947
7, 1.299056, 1.591204
7, 2.164729, 2.207531
7, 0.656850, 1.481392
7, 0.218464, 0.605564
7, 0.938370, 1.689053
7, 1.392115, 0.372222
7, -0.502856, 1.400325
7, 0.222096, -0.426949
7, 0.648827, 1.729875
7, 0.793744, 1.034447
7, 1.269022, 0.154105
7, 0.852295, 0.650723
7, 0.988239, -0.658395
7, 0.084229, 2.236964
7, 0.969855, 0.352497
7, 0.163739, -0.444454
7, 0.730199, 0.725662
7, 0.190085, 0.399141
7, 0.312106, 0.304993
7, 0.708479, 1.734339
7, 1.469203, -0.159593
7, 0.198145, 1.266537
7, 0.966719, 0.221799
7, 0.111751, -0.751148
7, 0.106397, 0.221965
7, 0.258479, 1.053857
7, 1.792655, -0.784000
7, 0.678573, -0.011229
7, 1.458681, 1.527936
7, 1.068458, -0.455327
7, 0.230258, 0.176604
7, 0.144023, 1.162421
7, 0.463189, 0.579569
7, 2.112862, 0.150717
7, 1.265535, 1.367041
7, 0.975444, 0.815888
7, 0.500411, 0.714214
7, 0.121771, 0.401824
7, 0.970190, -0.821837
7, 1.526169, 0.961780
7, 0.780768, 0.337738
7, 1.084523, -0.311438
7, 1.159724, 0.271614
7, 0.810408, 0.942009
7, 1.029642, 0.309040
7, 0.272463, 0.375917
7, 0.320358, 0.574960
7, -0.322517, -0.485582
7, 0.635800, 0.304293
7, 0.220937, 1.237552
7, 0.859972, 0.930753
7, -0.650486, 0.182141
7, 0.894240, 0.062335
7, 1.264721, 0.300355
7, 0.535686, 0.171418
7, 1.308925, 1.224136
7, 0.485576, -0.515530
7, 1.004732, -0.340997
7, 0.918032, 0.020047
7, 0.383020, 0.637875
7, 0.340132, 2.521284
7, 0.952570, 1.181529
7, 1.464019, 0.818733
7, 0.699960, 0.456371
7, 0.565875, 0.264938
7, 0.635469, 0.248220
7, 0.254508, 1.680411
7, 0.547237, 1.222390
7, 1.054034, 1.426630
7, 0.824618, 1.346668
7, 1.546619, 0.019137
7, 0.509746, 0.427235
7, 1.132014, -0.483208
7, 0.641017, 0.215421
7, 0.741794, 0.601272
7, -0.325454, -0.056357
7, 0.580972, -0.237571
7, -0.050115, 0.260411
7, 1.270260, 0.416179
7, 0.514570, 0.783181
7, 1.162140, 0.259082
7, 0.760677, 0.578427
7, 0.661086, 0.619524
7, 1.227826, 2.623817
7, 0.175302, 1.207997
7, -0.120281, 0.701279
7, 0.598187, -0.216918
7, 0.415241, 1.577550
7, -0.389133, 0.504973
7, 0.303429, 0.784627
7, 0.579605, -0.772056
7, 0.425156, 0.378683
7, 0.145435, 0.293338
7, 0.653829, 0.425685
7, 0.363235, 0.388595
7, 0.539511, 0.896691
7, 0.393950, 1.118621
7, 0.403260, 0.581481
7, 1.210075, 0.600901
7, 0.210072, 0.071878
7, 0.590579, -0.688191
7, 1.311908, 0.659014
7, 1.838602, 0.459288
7, 0.627011, 1.193550
7, 0.220637, 0.449988
7, 0.917467, 0.958013
7, 0.263548, 0.510606
7, 0.601686, 1.311947
7, 0.610554, 0.591220
7, 1.284873, -0.065293
7, 0.496541, 0.378090
7, 0.889734, 1.128632
7, 1.293284, 1.522180
7, -0.065534, 0.244390
7, 0.086801, 1.768168
7, 1.448973, 1.186148
7, 0.583796, 1.038853
7, 1.412133, 1.433827
7, 0.513951, 1.119259
7, 0.395059, 1.227924
7, 1.789973, 0.130965
7, 0.114059, 0.405019
7, 0.266582, -0.199920
7, 1.549809, 0.946698
7, 0.859819, 1.484247
7, 0.913944, 0.275259
7, 1.157944, 1.048180
7, 0.458608, 1.314700
7, 1.138899, 1.401615
7, 0.813702, 0.084394
7, 0.037580, 1.847963
7, 1.538305, -0.210656
7, 1.440469, 1.356092
7, 1.047134, 2.245837
7, 0.726520, 0.885628
7, 0.305496, 0.818467
7, 0.977902, 0.993019
7, 0.420472, 1.822795
7, 2.109383, 0.012059
7, 1.042597, -0.126481
7, 0.607942, 0.373300
7, 0.199211, 0.368161
7, 1.180819, 0.855640
7, 1.233306, -0.237143
7, 0.461627, 0.475010
7, 1.130975, 1.255217
7, 1.136248, 0.592178
7, 0.784712, 0.014304
7, 0.667606, 0.813934
7, 0.657106, 0.921339
7, 0.327617, 0.564419
7, 0.519232, 0.313583
7, 0.750834, 1.178319
7, 1.120093, 0.485825
7, 0.354660, 0.002904
7, 0.490386, 0.073193
7, 0.044588, 1.750559
7, 0.162351, 0.145703
7, 1.092207, 0.956727
7, 0.184642, -0.026259
7, 0.496625, -0.267450
7, 0.378166, -0.588053
7, 1.301090, 0.146980
7, 0.701270, 0.318069
7, 0.417161, 0.974431
7, 1.118865, -0.011192
7, 1.381935, -0.141319
7, 0.874441, 1.050285
7, 1.830473, 0.505227
7, 0.525067, 0.685874
7, 1.342712, 0.438440
7, 0.987004, 0.381684
7, 0.447425, -0.546636
7, 1.094508, 0.730641
7, 0.441198, 0.286282
7, 0.868461, 0.736799
7, 0.318295, 0.362455
7, 1.643502, 0.596699
7, 0.128234, -0.064732
7, 1.388557, 1.417538
7, 1.084829, 1.352422
7, 0.376962, 1.967037
7, 1.202039, -1.096244
7, 0.405701, 0.143392
7, 0.077410, 0.819814
7, -0.337032, 1.713826
7, 0.976602, 0.166362
7, 0.896093, 0.493456
7, 1.001196, 1.326792
7, 0.742063, -1.336973
7, 0.604449, 0.841719
8, -4.323064, 2.999622
8, -4.721375, 3.739939
8, -4.866568, 3.933097
8, -4.769924, 4.163047
8, -4.921687, 3.449377
8, -5.323509, 3.984389
8, -6.182450, 3.669404
8, -4.642606, 2.899480
8, -4.731273, 3.066664
8, -5.464885, 3.663233
8, -3.858941, 3.354082
8, -4.747796, 3.416129
8, -4.554819, 2.346768
8, -5.042964, 3.162142
8, -4.080970, 3.043693
8, -5.364232, 2.875560
8, -5.159050, 3.144681
8, -4.307364, 3.356869
8, -6.270653, 3.032847
8, -5.142826, 3.686781
8, -4.412750, 3.539851
8, -4.781707, 2.520114
8, -4.981400, 3.122520
8, -4.114010, 3.614363
8, -6.149282, 3.625824
8, -5.180610, 3.834670
8, -5.135200, 3.301554
8, -5.573195, 3.653188
8, -4.768039, 3.645425
8, -4.801927, 3.786149
8, -4.959845, 3.758541
8, -4.128393, 3.200972
8, -5.728795, 3.599166
8, -4.634737, 3.286121
8, -5.706681, 2.940496
8, -4.459527, 2.806054
8, -4.703036, 2.274572
8, -5.823498, 3.576173
8, -5.463641, 3.293536
8, -5.903902, 4.050057
8, -6.065539, 3.499667
8, -5.379225, 3.876176
8, -6.024853, 3.718658
8, -5.335953, 2.076128
8, -4.933693, 2.663159
8, -5.307665, 3.072301
8, -4.217588, 3.997708
8, -5.047978, 2.577059
8, -5.251109, 4.066505
8, -4.233654, 2.804736
8, -4.977332, 3.629420
8, -5.190684, 2.665891
8, -5.307159, 4.002138
8, -4.635466, 4.159606
8, -4.537812, 4.179914
8, -5.462622, 3.707437
8, -5.235766, 3.589482
8, -4.374591, 3.472588
8, -4.142981, 2.983315
8, -4.806608, 3.687467
8, -4.649821, 3.394995
8, -5.176782, 3.447639
8, -5.222674, 3.462839
8, -6.172817, 3.974655
8, -5.826270, 3.233280
8, -5.257690, 4.076957
8, -4.406461, 3.478410
8, -4.845592, 2.531947
8, -5.024371, 2.837201
8, -5.520169, 3.661886
8, -4.178391, 2.649508
8, -4.811096, 3.759608
8, -4.036657, 2.920940
8, -4.526543, 3.054991
8, -5.840882, 3.731432
8, -4.265659, 3.667295
8, -5.143871, 3.257956
8, -4.788925, 3.199877
8, -5.060003, 3.707042
8, -4.871059, 2.744862
8, -4.379341, 2.743344
8, -4.516032, 3.817679
8, -4.858243, 3.101068
8, -5.835118, 3.108945
8, -5.118505, 3.557238
8, -4.642249, 4.290731
8, -4.224406, 3.533780
8, -5.809708, 4.420909
8, -5.209335, 3.491640
8, -4.802466, 2.427856
8, -5.954949, 3.789366
8, -4.556727, 3.425761
8, -4.195067, 4.132704
8, -5.350035, 3.126741
8, -4.902272, 4.351521
8, -5.233426, 3.650045
8, -4.661600, 2.964417
8, -4.183581, 3.767934
8, -4.819135, 3.344655
8, -4.887392, 4.070587
8, -5.016308, 3.523346
8, -5.551175, 3.689834
8, -4.610780, 3.372989
8, -4.152713, 2.905771
8, -4.462717, 4.201550
8, -5.459665, 3.488950
8, -5.921862, 3.478316
8, -5.569651, 2.843440
8, -4.481982, 4.426999
8, -5.363515, 3.343016
8, -4.278825, 3.706194
8, -3.426075, 3.279148
8, -4.951105, 2.606059
8, -4.127525, 3.507690
8, -5.169242, 3.858409
8, -4.725289, 4.037465
8, -5.530245, 4.252691
8, -4.761927, 4.040480
8, -4.130512, 2.661437
8, -4.661401, 3.411937
8, -5.691993, 2.906251
8, -5.425657, 3.555736
8, -5.295458, 2.112959
8, -5.213383, 4.000307
8, -5.523434, 3.186435
8, -4.933601, 3.066870
8, -4.448236, 2.815776
8, -4.321072, 3.271391
8, -4.695628, 2.803697
8, -4.952097, 3.314629
8, -4.508733, 4.224711
8, -5.330772, 3.068268
8, -4.748476, 2.965419
8, -4.034503, 2.238514
8, -5.045138, 3.553081
8, -4.792973, 3.651252
8, -5.455290, 3.649244
8, -4.668161, 3.265798
8, -5.340387, 4.102974
8, -5.993812, 3.946114
8, -5.508602, 1.860296
8, -5.005738, 3.021443
8, -5.072242, 3.152576
8, -4.712562, 3.397929
8, -5.485840, 3.253841
8, -5.538515, 3.316370
8, -5.805439, 2.959522
8, -4.542780, 4.217666
8, -4.069580, 3.453091
8, -4.212005, 3.666870
8, -5.559103, 2.887748
8, -4.138340, 2.067566
8, -4.277387, 3.865477
8, -4.813982, 2.988898
8, -4.807816, 3.730652
8, -4.165516, 3.372556
8, -5.171086, 3.738595
8, -4.664396, 4.056167
8, -4.550981, 3.454957
8, -5.364599, 1.812436
8, -4.539449, 3.725136
8, -5.392378, 3.225990
8, -4.776325, 3.984427
8, -5.051369, 3.392008
8, -5.042579, 3.235316
8, -5.493930, 3.508787
8, -5.420394, 3.295269
8, -4.432612, 3.189184
8, -5.184186, 3.807494
8, -4.748609, 3.190468
8, -4.630382, 2.479404
8, -4.613605, 3.333115
8, -4.735585, 3.566049
8, -4.095553, 3.820650
8, -5.128038, 3.339054
8, -4.696312, 3.491034
8, -5.387170, 4.406005
8, -6.319396, 2.845447
8, -4.485378, 3.777558
8, -4.772077, 3.684309
8, -5.976462, 3.929684
8, -5.181947, 3.740865
8, -5.577460, 2.736608
8, -6.182389, 2.691684
8, -5.716982, 2.831694
8, -5.286446, 4.076646
8, -4.884805, 3.001330
8, -4.613045, 3.483673
8, -4.525404, 4.359088
8, -5.625137, 3.452679
8, -4.808389, 2.578998
8, -5.218172, 2.827369
8, -5.101986, 2.799192
8, -5.097138, 3.102334
8, -5.447863, 4.241859
8, -4.743680, 3.992976
8, -4.644565, 2.222052
8, -4.480240, 3.454234
8, -5.094782, 4.072053
8, -4.996893, 4.043130
8, -5.417301, 3.408727
8, -5.563897, 4.068008
8, -5.561115, 3.597853
8, -4.663929, 4.226563
8, -3.754354, 3.456285
8, -3.937935, 3.169665
8, -5.787476, 2.473688
8, -4.350787, 3.707994
8, -4.877038, 2.654125
8, -4.811502, 3.553092
8, -5.284363, 4.355461
8, -5.457123, 3.148688
8, -3.829477, 3.315138
8, -4.542074, 2.732549
8, -4.619163, 3.456372
8, -5.158774, 3.612692
8, -4.840256, 3.614213
8, -5.526867, 3.122004
8, -5.084781, 3.917284
8, -5.579551, 4.199545
8, -5.088928, 4.514414
8, -5.672683, 2.992695
8, -4.485050, 3.509278
8, -5.997780, 3.410043
8, -4.684065, 4.037735
8, -5.075185, 3.458287
8, -4.359597, 4.119054
8, -4.655208, 3.118774
8, -5.473977, 3.786156
8, -5.722201, 3.820756
8, -4.924542, 3.156654
8, -5.032632, 3.115119
8, -5.549989, 3.308665
8, -4.925358, 3.368297
8, -6.024814, 3.929205
8, -5.084414, 3.095639
8, -6.012380, 3.716491
8, -4.872742, 2.958848
8, -5.009127, 3.163756
8, -5.294919, 3.897270
8, -5.147223, 4.288499
8, -5.121430, 2.098468
8, -4.157896, 3.904100
8, -4.713704, 2.855793
8, -5.475381, 2.954580
8, -5.019354, 2.790371
8, -5.240838, 3.188209
8, -5.015538, 2.631251
8, -5.289255, 3.616931
8, -4.777064, 2.991175
8, -5.118663, 3.594419
8, -4.692922, 3.444434
8, -5.982261, 4.031728
8, -4.886821, 3.486575
8, -5.695048, 2.387120
8, -4.596244, 3.421064
8, -5.059615, 3.891925
8, -5.858679, 2.128983
8, -4.642844, 3.122270
8, -4.799729, 3.034830
8, -4.337373, 3.440740
8, -5.616049, 3.902679
8, -6.223470, 2.453897
8, -4.997408, 3.922441
8, -5.225544, 2.918310
8, -4.637740, 3.134332
8, -4.443519, 3.066964
8, -5.772173, 3.263329
8, -5.507583, 3.344516
8, -4.483767, 4.247146
8, -5.924901, 2.588203
8, -5.813608, 2.655522
8, -4.547817, 4.153120
8, -4.369905, 2.312071
8, -5.470313, 2.921156
8, -4.761329, 3.416370
8, -5.153625, 4.532697
8, -4.101130, 2.951051
8, -4.559945, 3.147837
8, -6.217343, 3.903869
8, -4.862025, 4.411896
8, -5.580057, 1.993462
8, -4.928010, 3.330457
8, -4.547024, 4.024905
8, -4.440031, 3.938008
8, -3.724424, 3.994149
8, -4.890851, 3.584802
8, -5.040381, 3.357220
8, -6.084953, 3.473996
8, -5.308958, 3.629241
8, -4.490381, 3.784740
8, -4.575494, 3.815217
8, -4.777732, 4.463696
8, -4.693503, 3.074753
8, -4.591158, 2.680092
8, -3.833199, 3.433013
8, -5.136854, 2.720138
8, -5.202782, 2.445346
8, -5.068671, 2.888191
8, -4.241627, 2.879430
9, -2.034900, 0.181755
9, -1.729968, -0.760616
9, -3.142534, 0.154508
9, -1.927350, -0.754172
9, -1.723216, -1.135087
9, -2.301850, 0.479275
9, -1.962518, 0.308027
9, -2.190495, -0.422295
9, -2.338950, -0.527935
9, -1.848275, -0.417325
9, -2.200736, 0.205386
9, -2.187158, -0.570544
9, -2.504341, 0.846854
9, -1.335044, 0.240195
9, -2.798366, 0.214351
9, -2.145763, 1.129151
9, -2.262530, -0.742239
9, -1.527275, 0.000775
9, -1.072968, -0.325948
9, -2.639555, -1.025896
9, -1.913031, -0.754843
9, -2.165505, 0.220521
9, -2.761206, -0.292921
9, -1.928692, 0.944745
9, -2.109314, 0.793935
9, -2.133689, -0.694894
9, -2.111747, 0.244170
9, -1.673513, -0.609499
9, -1.631044, 0.230546
9, -0.621104, -1.576471
9, -1.764016, -2.054139
9, -1.305731, -1.207419
9, -1.451629, -0.891021
9, -2.103112, -0.892651
9, -1.346748, -0.835067
9, -1.035723, -0.535291
9, -2.490136, -1.433101
9, -1.217327, 0.944092
9, -1.415014, -0.176030
9, -2.009856, -0.454221
9, -2.599935, 0.094124
9, -2.465701, -0.112994
9, -1.506552, 0.828480
9, -2.891158, -1.736157
9, -2.756828, 0.978905
9, -1.730586, -0.157814
9, -2.021386, -0.625437
9, -1.974325, 0.165850
9, -2.223009, -0.409540
9, -1.912533, -1.520295
9, -1.229801, -1.128869
9, -2.765321, -0.548850
9, -1.305379, -0.244842
9, -2.361986, 0.441091
9, -2.678675, 0.832354
9, -1.575905, -0.019901
9, -0.878897, 0.121041
9, -1.861288, -1.335180
9, -1.031486, 0.288202
9, -2.685272, 0.300267
9, -1.701661, -0.116875
9, -2.164698, -0.559819
9, -2.721765, -0.494222
9, -1.592533, -0.441119
9, -1.434646, -0.080421
9, -1.489038, -0.624398
9, -2.111555, -0.283042
9, -1.630300, -0.021282
9, -1.663679, 0.026992
9, -2.191472, 0.214026
9, -2.694463, -0.522651
9, -2.113532, 0.222401
9, -2.573140, -0.184306
9, -1.925925, 1.130375
9, -2.136839, -0.317879
9, -2.558474, -0.229509
9, -1.920792, 0.710275
9, -1.364000, -0.762403
9, -1.511775, -0.528908
9, -2.340582, -0.290105
9, -1.253560, 1.015475
9, -2.378138, -0.435146
9, -2.521008, -0.804824
9, -2.231493, 0.537272
9, -2.217474, -1.423953
9, -1.740217, -0.618014
9, -2.223477, 0.286383
9, -2.119679, -0.764574
9, -2.660937, -0.585000
9, -1.262077, 0.126428
9, -2.708558, -0.868537
9, -2.452112, -0.620841
9, -2.105059, -0.432116
9, -1.970708, -1.544830
9, -1.463567, -0.401199
9, -1.238362, -0.872883
9, -1.729934, 0.147522
9, -2.117744, -1.099153
9, -2.310525, -0.862213
9, -1.408639, -1.184562
9, -1.281446, -2.015794
9, -1.872059, 0.165738
9, -1.702469, 0.711695
9, -1.111379, -0.509155
9, -2.137840, -0.067957
9, -2.090377, -1.857627
9, -2.632309, -1.197730
9, -1.685945, -0.618747
9, -1.326647, 1.335865
9, -1.189797, -1.094866
9, -1.649915, -0.799702
9, -2.732238, -0.500174
9, -1.421534, -0.373546
9, -1.355582, 1.614440
9, -1.968960, -0.131532
9, -2.571619, 0.058460
9, -0.797952, 1.074013
9, -1.548497, -0.376102
9, -2.108658, 0.252487
9, -1.252505, -0.475125
9, -0.750631, 0.555129
9, -2.733716, -0.156854
9, -2.870740, -0.897142
9, -1.971223, -0.376514
9, -2.680877, -1.318614
9, -2.040710, -0.460646
9, -1.407609, -0.569956
9, -1.569547, -0.268168
9, -1.059133, -1.175782
9, -1.452332, 0.531608
9, -1.879751, 0.946900
9, -2.423159, -1.024603
9, -1.826116, 0.315427
9, -2.002483, 0.393700
9, -1.552155, -0.544144
9, -1.827813, -0.579653
9, -1.642986, -0.857603
9, -2.556514, -0.471138
9, -1.551720, 0.224649
9, -2.024514, -0.003823
9, -1.580591, -0.209273
9, -1.937343, -0.287386
9, -1.737039, -0.238547
9, -2.293933, 0.162785
9, -2.107996, 0.826340
9, -2.354600, 0.235521
9, -1.178385, -0.435447
9, -2.883443, -0.464521
9, -2.612942, -0.260038
9, -1.885348, -0.193079
9, -1.375246, 1.271290
9, -1.721424, -0.754448
9, -2.015045, -0.223833
9, -2.114989, -0.209488
9, -1.963911, 0.271819
9, -1.640123, -0.661250
9, -2.527323, -0.546272
9, -2.568970, -0.423876
9, -1.903213, 0.239858
9, -1.908768, -0.011334
9, -2.106459, -1.228756
9, -1.155132, -1.308870
9, -2.718440, -0.032772
9, -1.356826, -0.186400
9, -1.982327, -0.604342
9, -2.463954, -1.042893
9, -1.407321, -0.991230
9, -1.405675, 0.515957
9, -2.947408, -0.785811
9, -1.272180, -0.066519
9, -1.725853, 0.046395
9, -2.124791, -0.540976
9, -0.823695, 0.160447
9, -1.637485, 0.271125
9, -2.150892, -0.728901
9, -1.973734, -0.650877
9, -3.090530, -2.399130
9, -0.853734, -0.745330
9, -2.284055, 0.178305
9, -2.052713, 0.048816
9, -2.398458, -0.674857
9, -1.885016, -0.598622
9, -2.232735, -1.712770
9, -2.283150, -0.730091
9, -1.882006, -0.238397
9, -2.532203, 1.262498
9, -1.952882, -0.128801
9, -2.358627, 0.292003
9, -2.358744, -0.698694
9, -1.519184, -0.640674
9, -2.092943, 0.062477
9, -1.675306, 0.906720
9, -2.411788, 0.696372
9, -2.216603, 0.428943
9, -1.634763, -0.884176
9, -1.269471, 0.972901
9, -1.359212, -0.708930
9, -2.183498, -0.392154
9, -2.186693, -1.606944
9, -2.505155, 0.237407
9, -1.930565, -0.694305
9, -1.883350, -0.160848
9, -2.236539, 0.368933
9, -1.871560, -0.824528
9, -2.361237, -0.373932
9, -1.945541, -1.077422
9, -1.425052, 1.532689
9, -2.864294, -0.186372
9, -2.461188, -0.513701
9, -2.229424, -1.527266
9, -0.881874, -0.084449
9, -1.855338, -0.340679
9, -1.364178, -0.863663
9, -2.442026, -1.294703
9, -2.535662, -0.750327
9, -1.957836, -0.055263
9, -2.475736, -1.453430
9, -1.567674, -0.171028
9, -1.710449, -0.249224
9, -2.402396, -1.537475
9, -2.664824, -0.515179
9, -2.084064, -0.377488
9, -2.316470, 1.401679
9, -1.718252, -1.482542
9, -1.225842, 0.045791
9, -2.882858, 0.037696
9, -2.164789, -0.377220
9, -1.901446, -0.427219
9, -2.551712, -1.002170
9, -2.223774, 0.611608
9, -2.169136, -1.323936
9, -2.070348, -0.120232
9, -0.249595, 0.315312
9, -1.848619, -0.517732
9, -2.736072, 1.497777
9, -2.349574, 0.167553
9, -2.871080, -0.341944
9, -1.689411, -0.834519
9, -2.257911, -0.048875
9, -2.057416, -1.428199
9, -1.653538, 0.837020
9, -1.602149, -0.420075
9, -2.047548, 0.041927
9, -2.035644, -0.607546
9, -1.866565, -0.153621
9, -1.871087, 0.034007
9, -1.504009, -0.904138
9, -2.445050, -0.844584
9, -2.041610, 0.021325
9, -1.881109, -0.654520
9, -1.268523, 0.052594
9, -1.111605, 0.909167
9, -2.141853, -0.813061
9, -1.293679, -0.214893
9, -1.779796, 0.697804
9, -2.443553, -1.783129
9, -1.408111, -0.975651
9, -0.756428, -1.065959
9, -1.021779, -0.755959
9, -0.987821, -0.795308
9, -2.678373, -0.872184
9, -1.832952, 0.158275
9, -1.881573, -0.642662
9, -0.766038, -0.710624
9, -2.695779, -1.202365
9, -2.078336, -0.586266
9, -1.860719, -0.500648
9, -2.287835, -1.564684
9, -2.422040, -0.950462
9, -1.640106, -1.277535
9, -2.097816, 0.191736
9, -2.340111, -0.274252
9, -1.276664, -0.295901
9, -2.071579, -0.412241
9, -1.806611, 0.346650
9, -2.300597, -0.954182
9, -2.095606, -1.591491
9, -2.206817, 0.837456
9, -1.719146, -1.078377
9, -1.629514, 0.297042
9, -1.043807, -0.870622
9, -1.848394, -0.781010
9, -2.642581, -0.624239
9, -0.730543, -0.755193
9, -1.924366, -0.141404
9, -1.700529, -1.454214
9, -0.899431, -0.582457
9, -2.143646, 0.312342
9, -1.392164, -1.894302
9, -2.344338, -0.075908
9, -1.748600, -2.088668
9, -2.191130, -0.669682
9, -2.194574, -0.504987
9, -2.317095, -0.435571
9, -1.140372, -0.159720
9, -2.314114, -1.441572
9, -1.429867, -0.253003
9, -3.324958, 0.018756
9, -1.826866, -0.545981
9, -2.081182, 0.924565
10, -4.242052, 4.456127
10, -4.539056, 3.755036
10, -4.331463, 3.881432
10, -5.031554, 3.752160
10, -4.290478, 4.445246
10, -3.906126, 3.249121
10, -4.277562, 3.773692
10, -4.707737, 5.437055
10, -4.628066, 2.533307
10, -4.980193, 3.631362
10, -5.470134, 3.892095
10, -4.583789, 3.412892
10, -4.671233, 3.744248
10, -5.048140, 3.552953
10, -4.547091, 4.496964
10, -4.401181, 3.919281
10, -4.419418, 3.200194
10, -3.770786, 3.553343
10, -4.170434, 4.035983
10, -4.740065, 5.139585
10, -5.092288, 3.921701
10, -4.902445, 3.434316
10, -4.637009, 3.525045
10, -5.823610, 4.074988
10, -3.473579, 4.180861
10, -4.994260, 3.868019
10, -4.097855, 3.908180
10, -5.474802, 4.044635
10, -4.624077, 2.725741
10, -4.926102, 3.184818
10, -4.552292, 4.461399
10, -4.473978, 5.011205
10, -3.983081, 3.706199
10, -3.902390, 3.519671
10, -4.590874, 3.818199
10, -4.620549, 3.188899
10, -4.836542, 3.360553
10, -3.631907, 3.652185
10, -4.391713, 3.909419
10, -4.374458, 3.824131
10, -4.346784, 3.537920
10, -4.510514, 4.298350
10, -3.971756, 3.204646
10, -5.280560, 2.885607
10, -4.339811, 3.447820
10, -4.757199, 3.657735
10, -4.646988, 2.510176
10, -4.394626, 2.399739
10, -4.057731, 4.730559
10, -4.646217, 4.087582
10, -4.241848, 5.016833
10, -4.778286, 3.965819
10, -5.187156, 4.366081
10, -4.307304, 4.012097
10, -4.863992, 3.356595
10, -4.847251, 3.754456
10, -3.981755, 3.960332
10, -5.511487, 3.416306
10, -5.379026, 4.664523
10, -4.182277, 2.769526
10, -4.466520, 3.880775
10, -3.937201, 3.781723
10, -4.324106, 4.351194
10, -4.312037, 4.336430
10, -4.658057, 3.766523
10, -4.410084, 3.948097
10, -3.619088, 3.072170
10, -4.583727, 3.629574
10, -5.144150, 4.378563
10, -4.740088, 4.175310
10, -4.657132, 2.472243
10, -5.025278, 4.314043
10, -4.023995, 3.910887
10, -5.056246, 4.080562
10, -5.046980, 4.629507
10, -4.818060, 3.461354
10, -4.178867, 3.786298
10, -5.437132, 4.381914
10, -3.636429, 3.419965
10, -5.151658, 3.833218
10, -4.406056, 3.688133
10, -2.816440, 2.831005
10, -4.979238, 3.421367
10, -4.372970, 3.956636
10, -4.691168, 4.480508
10, -5.683133, 4.037362
10, -4.285244, 3.300482
10, -4.725598, 4.081582
10, -5.296351, 3.951033
10, -4.196682, 3.453215
10, -5.088886, 4.869659
10, -5.455301, 4.295209
10, -6.376558, 3.239927
10, -4.423909, 3.882259
10, -4.967360, 4.131963
10, -5.180755, 2.429247
10, -4.111459, 3.615602
10, -5.718498, 3.847472
10, -4.438508, 3.926116
10, -3.481343, 4.307180
10, -3.559360, 3.275711
10, -5.014581, 3.456793
10, -4.404820, 4.458701
10, -5.117577, 4.446707
10, -4.541081, 4.545728
10, -5.830859, 3.388208
10, -3.594975, 4.375271
10, -5.060088, 3.250716
10, -4.979700, 2.340938
10, -4.392350, 4.477361
10, -3.911586, 3.775776
10, -4.367153, 3.687069
10, -3.590313, 3.918776
10, -5.385369, 3.142415
10, -4.321355, 3.852689
10, -4.475573, 3.250593
10, -3.560254, 4.279927
10, -3.921144, 4.058215
10, -4.599249, 3.621091
10, -4.549577, 4.744682
10, -4.656634, 3.353230
10, -4.414010, 3.519564
10, -4.200275, 4.062387
10, -5.515180, 3.759206
10, -3.681125, 4.189044
10, -3.371530, 4.474444
10, -4.209579, 4.740457
10, -4.536393, 2.892252
10, -3.673671, 3.439428
10, -5.194743, 3.675170
10, -4.761420, 3.632408
10, -5.543733, 4.530959
10, -3.837548, 4.568918
10, -4.095378, 3.091541
10, -4.520255, 4.387558
10, -3.951043, 4.731464
10, -4.491644, 3.809292
10, -4.048917, 4.110469
10, -5.031871, 3.318508
10, -4.484941, 3.500164
10, -4.715513, 3.111557
10, -4.400740, 4.180533
10, -3.959856, 3.963953
10, -4.177521, 3.756711
10, -3.855109, 4.446778
10, -4.005800, 3.264619
10, -3.915999, 4.636130
10, -4.802125, 4.425793
10, -3.712528, 4.488809
10, -5.236017, 4.719236
10, -3.925684, 4.277196
10, -4.455727, 4.387455
10, -6.248919, 4.024067
10, -4.555652, 3.508322
10, -5.339909, 4.469645
10, -5.301011, 2.998124
10, -4.915773, 3.610961
10, -4.880520, 4.674550
10, -5.388008, 3.675516
10, -3.515538, 4.517898
10, -5.007291, 4.608527
10, -5.445425, 3.779180
10, -4.776334, 3.668857
10, -4.214927, 3.336208
10, -3.768362, 3.756327
10, -3.674538, 4.426461
10, -4.699027, 3.700951
10, -4.359204, 4.012468
10, -4.571236, 3.543224
10, -5.266970, 4.399397
10, -4.123374, 3.397463
10, -4.973436, 4.274960
10, -5.043192, 2.972347
10, -4.172386, 2.996044
10, -4.598152, 3.546826
10, -3.744479, 4.689432
10, -5.001316, 2.561648
10, -4.566073, 3.437753
10, -3.992857, 3.626929
10, -5.091546, 3.668732
10, -3.074277, 2.994205
10, -4.733548, 3.373318
10, -3.983481, 3.863249
10, -4.961459, 4.784978
10, -5.432054, 3.494170
10, -4.662677, 3.743365
10, -4.523595, 3.615126
